asistencia_id,estudiante_id,asistencia,fecha
349,3,True,2031-06-12
350,3,True,2031-06-13
351,3,True,2031-06-14
352,3,True,2031-06-15
353,3,True,2031-06-16
354,3,False,2031-06-17
355,3,False,2031-06-18
356,3,False,2031-06-19
357,3,True,2031-06-20
358,3,True,2031-06-21
359,3,True,2031-06-22
360,3,True,2031-06-23
361,3,True,2031-06-24
362,3,True,2031-06-25
363,3,True,2031-06-26
364,3,False,2031-06-27
365,3,True,2031-06-28
366,3,True,2031-06-29
367,3,True,2031-06-30
368,3,True,2031-07-01
369,3,True,2031-07-02
370,3,True,2031-07-03
371,3,True,2031-07-04
372,3,True,2031-07-05
373,3,False,2031-07-06
374,3,True,2031-07-07
375,3,True,2031-07-08
376,3,True,2031-07-09
377,3,True,2031-07-10
378,3,True,2031-07-11
379,3,True,2031-07-12
380,3,True,2031-07-13
381,3,True,2031-07-14
382,3,True,2031-07-15
383,3,True,2031-07-16
384,3,True,2031-07-17
385,3,True,2031-07-18
386,3,True,2031-07-19
387,3,True,2031-07-20
388,3,True,2031-07-21
389,3,True,2031-07-22
390,3,True,2031-07-23
391,3,True,2031-07-24
392,3,True,2031-07-25
393,3,True,2031-07-26
394,3,False,2031-07-27
395,3,True,2031-07-28
396,3,True,2031-07-29
397,3,True,2031-07-30
398,3,True,2031-07-31
399,3,True,2031-08-01
400,3,True,2031-08-02
401,3,True,2031-08-03
402,3,True,2031-08-04
403,3,True,2031-08-05
404,3,True,2031-08-06
405,3,True,2031-08-07
406,3,True,2031-08-08
407,3,True,2031-08-09
408,3,True,2031-08-10
409,3,True,2031-08-11
410,3,True,2031-08-12
411,3,True,2031-08-13
412,3,True,2031-08-14
413,3,True,2031-08-15
414,3,True,2031-08-16
415,3,True,2031-08-17
416,3,True,2031-08-18
417,3,False,2031-08-19
418,3,True,2031-08-20
419,3,True,2031-08-21
420,3,True,2031-08-22
421,3,True,2031-08-23
422,3,True,2031-08-24
423,3,True,2031-08-25
424,3,True,2031-08-26
425,3,True,2031-08-27
426,3,True,2031-08-28
427,3,True,2031-08-29
428,3,True,2031-08-30
429,3,True,2031-08-31
430,3,True,2031-09-01
431,3,True,2031-09-02
432,3,True,2031-09-03
433,3,True,2031-09-04
434,3,True,2031-09-05
435,3,True,2031-09-06
436,3,True,2031-09-07
437,3,True,2031-09-08
438,3,True,2031-09-09
439,3,True,2031-09-10
440,3,True,2031-09-11
441,3,True,2031-09-12
442,3,True,2031-09-13
443,3,True,2031-09-14
444,3,True,2031-09-15
445,3,True,2031-09-16
446,3,True,2031-09-17
447,3,True,2031-09-18
448,3,True,2031-09-19
449,3,True,2031-09-20
450,3,True,2031-09-21
451,3,True,2031-09-22
452,3,True,2031-09-23
453,3,True,2031-09-24
454,3,True,2031-09-25
455,3,True,2031-09-26
456,3,True,2031-09-27
457,3,False,2031-09-28
458,3,True,2031-09-29
459,3,True,2031-09-30
460,3,True,2031-10-01
461,3,True,2031-10-02
462,3,True,2031-10-03
463,4,False,2029-10-10
464,4,True,2029-10-11
465,4,True,2029-10-12
466,4,True,2029-10-13
467,4,True,2029-10-14
468,4,True,2029-10-15
469,4,True,2029-10-16
470,4,True,2029-10-17
471,4,True,2029-10-18
472,4,True,2029-10-19
473,4,True,2029-10-20
474,4,True,2029-10-21
475,4,True,2029-10-22
476,4,True,2029-10-23
477,4,True,2029-10-24
478,4,True,2029-10-25
479,4,True,2029-10-26
480,4,True,2029-10-27
481,4,True,2029-10-28
482,4,True,2029-10-29
483,4,True,2029-10-30
484,4,True,2029-10-31
485,4,True,2029-11-01
486,4,True,2029-11-02
487,4,True,2029-11-03
488,4,True,2029-11-04
489,4,True,2029-11-05
490,4,True,2029-11-06
491,4,True,2029-11-07
492,4,True,2029-11-08
493,4,True,2029-11-09
494,4,True,2029-11-10
495,4,True,2029-11-11
496,4,True,2029-11-12
497,4,True,2029-11-13
498,4,True,2029-11-14
499,4,False,2029-11-15
500,4,True,2029-11-16
501,4,True,2029-11-17
502,4,True,2029-11-18
503,4,True,2029-11-19
504,4,True,2029-11-20
505,4,True,2029-11-21
506,4,True,2029-11-22
507,4,True,2029-11-23
508,4,True,2029-11-24
509,4,True,2029-11-25
510,4,True,2029-11-26
511,4,True,2029-11-27
512,4,True,2029-11-28
513,4,True,2029-11-29
514,4,True,2029-11-30
515,4,True,2029-12-01
516,4,True,2029-12-02
517,4,True,2029-12-03
518,4,True,2029-12-04
519,4,True,2029-12-05
520,4,True,2029-12-06
521,4,True,2029-12-07
522,4,True,2029-12-08
523,4,True,2029-12-09
524,4,True,2029-12-10
525,4,True,2029-12-11
526,4,True,2029-12-12
527,4,True,2029-12-13
528,4,True,2029-12-14
529,4,True,2029-12-15
530,4,True,2029-12-16
531,4,True,2029-12-17
532,4,True,2029-12-18
533,4,True,2029-12-19
534,4,True,2029-12-20
535,4,True,2029-12-21
536,4,True,2029-12-22
537,4,True,2029-12-23
538,4,True,2029-12-24
539,4,True,2029-12-25
540,4,True,2029-12-26
541,4,True,2029-12-27
542,4,True,2029-12-28
543,4,True,2029-12-29
544,4,True,2029-12-30
545,4,False,2029-12-31
546,4,True,2030-01-01
547,4,True,2030-01-02
548,4,True,2030-01-03
549,4,True,2030-01-04
550,4,True,2030-01-05
551,4,True,2030-01-06
552,4,True,2030-01-07
553,4,True,2030-01-08
554,4,True,2030-01-09
555,4,True,2030-01-10
556,4,True,2030-01-11
557,4,True,2030-01-12
558,4,True,2030-01-13
559,4,True,2030-01-14
560,4,True,2030-01-15
561,4,True,2030-01-16
562,4,True,2030-01-17
563,4,True,2030-01-18
564,4,True,2030-01-19
565,4,True,2030-01-20
566,4,True,2030-01-21
567,4,False,2030-01-22
568,4,True,2030-01-23
569,4,True,2030-01-24
570,4,False,2030-01-25
571,4,True,2030-01-26
572,4,True,2030-01-27
573,4,True,2030-01-28
574,4,True,2030-01-29
575,4,True,2030-01-30
576,4,True,2030-01-31
577,4,True,2030-02-01
578,4,True,2030-02-02
579,4,True,2030-02-03
580,4,True,2030-02-04
581,4,False,2030-02-05
582,4,True,2030-02-06
583,4,True,2030-02-07
584,4,True,2030-02-08
585,4,True,2030-02-09
586,4,True,2030-02-10
587,4,True,2030-02-11
588,4,True,2030-02-12
589,4,True,2030-02-13
590,4,True,2030-02-14
591,4,True,2030-02-15
592,4,True,2030-02-16
593,4,True,2030-02-17
594,4,True,2030-02-18
595,4,True,2030-02-19
596,4,True,2030-02-20
597,4,True,2030-02-21
598,4,True,2030-02-22
599,4,True,2030-02-23
600,4,True,2030-02-24
601,4,True,2030-02-25
602,4,True,2030-02-26
603,4,True,2030-02-27
604,4,True,2030-02-28
605,4,True,2030-03-01
606,4,True,2030-03-02
607,4,True,2030-03-03
608,4,True,2030-03-04
609,4,True,2030-03-05
610,4,True,2030-03-06
611,4,True,2030-03-07
612,4,True,2030-03-08
613,4,True,2030-03-09
614,4,True,2030-03-10
615,4,True,2030-03-11
616,4,True,2030-03-12
617,5,True,2029-01-13
618,5,True,2029-01-14
619,5,True,2029-01-15
620,5,True,2029-01-16
621,5,True,2029-01-17
622,5,True,2029-01-18
623,5,True,2029-01-19
624,5,True,2029-01-20
625,5,True,2029-01-21
626,5,True,2029-01-22
627,5,False,2029-01-23
628,5,True,2029-01-24
629,5,True,2029-01-25
630,5,True,2029-01-26
631,5,True,2029-01-27
632,5,True,2029-01-28
633,5,True,2029-01-29
634,5,True,2029-01-30
635,5,True,2029-01-31
636,5,True,2029-02-01
637,5,True,2029-02-02
638,5,True,2029-02-03
639,5,True,2029-02-04
640,5,True,2029-02-05
641,5,True,2029-02-06
642,5,True,2029-02-07
643,5,True,2029-02-08
644,5,True,2029-02-09
645,5,True,2029-02-10
646,5,True,2029-02-11
647,5,True,2029-02-12
648,5,True,2029-02-13
649,5,True,2029-02-14
650,5,True,2029-02-15
651,5,True,2029-02-16
652,5,True,2029-02-17
653,5,True,2029-02-18
654,5,True,2029-02-19
655,5,True,2029-02-20
656,5,True,2029-02-21
657,5,True,2029-02-22
658,5,True,2029-02-23
659,5,True,2029-02-24
660,5,True,2029-02-25
661,5,True,2029-02-26
662,5,True,2029-02-27
663,5,True,2029-02-28
664,5,True,2029-03-01
665,5,True,2029-03-02
666,5,True,2029-03-03
667,5,True,2029-03-04
668,5,True,2029-03-05
669,5,True,2029-03-06
670,5,True,2029-03-07
671,5,True,2029-03-08
672,5,True,2029-03-09
673,5,True,2029-03-10
674,5,True,2029-03-11
675,5,True,2029-03-12
676,5,True,2029-03-13
677,5,False,2029-03-14
678,5,True,2029-03-15
679,5,True,2029-03-16
680,5,True,2029-03-17
681,5,True,2029-03-18
682,5,True,2029-03-19
683,5,True,2029-03-20
684,5,True,2029-03-21
685,5,True,2029-03-22
686,5,True,2029-03-23
687,5,True,2029-03-24
688,5,True,2029-03-25
689,5,True,2029-03-26
690,5,True,2029-03-27
691,5,True,2029-03-28
692,5,True,2029-03-29
693,5,True,2029-03-30
694,5,True,2029-03-31
695,5,True,2029-04-01
696,5,True,2029-04-02
697,5,True,2029-04-03
698,5,True,2029-04-04
699,5,True,2029-04-05
700,5,True,2029-04-06
701,5,True,2029-04-07
702,5,True,2029-04-08
703,5,True,2029-04-09
704,5,True,2029-04-10
705,5,True,2029-04-11
706,5,True,2029-04-12
707,5,True,2029-04-13
708,5,True,2029-04-14
709,5,True,2029-04-15
710,5,True,2029-04-16
711,5,True,2029-04-17
712,5,True,2029-04-18
713,5,True,2029-04-19
714,5,False,2029-04-20
715,5,True,2029-04-21
716,5,True,2029-04-22
717,5,True,2029-04-23
718,5,True,2029-04-24
719,5,False,2029-04-25
720,5,True,2029-04-26
721,5,True,2029-04-27
722,5,True,2029-04-28
723,5,True,2029-04-29
724,5,True,2029-04-30
725,5,True,2029-05-01
726,5,True,2029-05-02
727,5,True,2029-05-03
728,5,True,2029-05-04
729,5,False,2029-05-05
730,5,True,2029-05-06
731,5,False,2029-05-07
732,5,True,2029-05-08
733,5,True,2029-05-09
734,5,True,2029-05-10
735,5,True,2029-05-11
736,5,True,2029-05-12
737,5,True,2029-05-13
738,5,True,2029-05-14
739,5,True,2029-05-15
740,5,True,2029-05-16
741,5,True,2029-05-17
742,5,True,2029-05-18
743,5,True,2029-05-19
744,5,True,2029-05-20
745,5,True,2029-05-21
746,5,True,2029-05-22
747,5,True,2029-05-23
748,5,True,2029-05-24
749,5,True,2029-05-25
750,5,True,2029-05-26
751,5,True,2029-05-27
752,5,True,2029-05-28
753,5,True,2029-05-29
754,5,True,2029-05-30
755,5,True,2029-05-31
756,5,True,2029-06-01
757,5,True,2029-06-02
758,5,True,2029-06-03
759,5,True,2029-06-04
760,5,True,2029-06-05
761,5,True,2029-06-06
762,5,True,2029-06-07
763,5,True,2029-06-08
764,5,True,2029-06-09
765,5,True,2029-06-10
766,5,True,2029-06-11
767,5,True,2029-06-12
768,5,True,2029-06-13
769,5,True,2029-06-14
770,5,False,2029-06-15
771,6,True,2023-08-13
772,6,True,2023-08-14
773,6,True,2023-08-15
774,6,True,2023-08-16
775,6,True,2023-08-17
776,6,True,2023-08-18
777,6,True,2023-08-19
778,6,True,2023-08-20
779,6,True,2023-08-21
780,6,True,2023-08-22
781,6,True,2023-08-23
782,6,True,2023-08-24
783,6,True,2023-08-25
784,6,True,2023-08-26
785,6,True,2023-08-27
786,6,True,2023-08-28
787,6,True,2023-08-29
788,6,True,2023-08-30
789,6,True,2023-08-31
790,6,True,2023-09-01
791,6,True,2023-09-02
792,6,True,2023-09-03
793,6,True,2023-09-04
794,6,True,2023-09-05
795,6,True,2023-09-06
796,6,True,2023-09-07
797,6,True,2023-09-08
798,6,True,2023-09-09
799,6,True,2023-09-10
800,6,True,2023-09-11
801,6,True,2023-09-12
802,6,True,2023-09-13
803,6,True,2023-09-14
804,6,True,2023-09-15
805,6,True,2023-09-16
806,6,True,2023-09-17
807,6,True,2023-09-18
808,6,False,2023-09-19
809,6,True,2023-09-20
810,6,True,2023-09-21
811,6,True,2023-09-22
812,6,True,2023-09-23
813,6,False,2023-09-24
814,6,True,2023-09-25
815,6,True,2023-09-26
816,6,True,2023-09-27
817,6,True,2023-09-28
818,6,True,2023-09-29
819,6,True,2023-09-30
820,6,True,2023-10-01
821,6,True,2023-10-02
822,6,False,2023-10-03
823,6,True,2023-10-04
824,6,True,2023-10-05
825,6,True,2023-10-06
826,6,True,2023-10-07
827,6,True,2023-10-08
828,6,True,2023-10-09
829,6,True,2023-10-10
830,6,True,2023-10-11
831,6,True,2023-10-12
832,6,True,2023-10-13
833,6,True,2023-10-14
834,6,True,2023-10-15
835,6,True,2023-10-16
836,6,True,2023-10-17
837,6,True,2023-10-18
838,6,True,2023-10-19
839,6,True,2023-10-20
840,6,True,2023-10-21
841,6,True,2023-10-22
842,6,True,2023-10-23
843,6,True,2023-10-24
844,6,True,2023-10-25
845,6,True,2023-10-26
846,6,True,2023-10-27
847,6,False,2023-10-28
848,6,True,2023-10-29
849,6,True,2023-10-30
850,6,True,2023-10-31
851,6,True,2023-11-01
852,6,True,2023-11-02
853,6,True,2023-11-03
854,6,True,2023-11-04
855,6,True,2023-11-05
856,6,True,2023-11-06
857,6,True,2023-11-07
858,6,True,2023-11-08
859,6,True,2023-11-09
860,6,True,2023-11-10
861,6,True,2023-11-11
862,6,True,2023-11-12
863,6,True,2023-11-13
864,6,True,2023-11-14
865,6,True,2023-11-15
866,6,True,2023-11-16
867,6,True,2023-11-17
868,6,True,2023-11-18
869,6,True,2023-11-19
870,6,False,2023-11-20
871,6,True,2023-11-21
872,6,True,2023-11-22
873,6,True,2023-11-23
874,6,True,2023-11-24
875,6,True,2023-11-25
876,6,True,2023-11-26
877,6,True,2023-11-27
878,6,True,2023-11-28
879,6,True,2023-11-29
880,6,True,2023-11-30
881,6,True,2023-12-01
882,6,True,2023-12-02
883,6,True,2023-12-03
884,6,True,2023-12-04
885,6,True,2023-12-05
886,6,True,2023-12-06
887,6,True,2023-12-07
888,6,True,2023-12-08
889,6,True,2023-12-09
890,6,False,2023-12-10
891,6,True,2023-12-11
892,6,True,2023-12-12
893,6,True,2023-12-13
894,6,True,2023-12-14
895,6,True,2023-12-15
896,6,True,2023-12-16
897,6,True,2023-12-17
898,6,True,2023-12-18
899,6,True,2023-12-19
900,6,True,2023-12-20
901,6,True,2023-12-21
902,6,True,2023-12-22
903,6,True,2023-12-23
904,6,True,2023-12-24
905,6,True,2023-12-25
906,6,True,2023-12-26
907,6,True,2023-12-27
908,6,True,2023-12-28
909,6,True,2023-12-29
910,6,True,2023-12-30
911,6,True,2023-12-31
912,6,True,2024-01-01
913,6,True,2024-01-02
914,6,True,2024-01-03
915,6,True,2024-01-04
916,6,False,2024-01-05
917,6,False,2024-01-06
918,6,False,2024-01-07
919,6,True,2024-01-08
920,6,True,2024-01-09
921,6,True,2024-01-10
922,6,True,2024-01-11
923,6,True,2024-01-12
924,6,True,2024-01-13
925,7,True,2023-07-14
926,7,True,2023-07-15
927,7,True,2023-07-16
928,7,True,2023-07-17
929,7,True,2023-07-18
930,7,True,2023-07-19
931,7,True,2023-07-20
932,7,True,2023-07-21
933,7,True,2023-07-22
934,7,True,2023-07-23
935,7,True,2023-07-24
936,7,True,2023-07-25
937,7,True,2023-07-26
938,7,False,2023-07-27
939,7,True,2023-07-28
940,7,True,2023-07-29
941,7,True,2023-07-30
942,7,True,2023-07-31
943,7,True,2023-08-01
944,7,True,2023-08-02
945,7,True,2023-08-03
946,7,False,2023-08-04
947,7,True,2023-08-05
948,7,True,2023-08-06
949,7,True,2023-08-07
950,7,True,2023-08-08
951,7,True,2023-08-09
952,7,True,2023-08-10
953,7,True,2023-08-11
954,7,True,2023-08-12
955,7,False,2023-08-13
956,7,True,2023-08-14
957,7,True,2023-08-15
958,7,True,2023-08-16
959,7,True,2023-08-17
960,7,True,2023-08-18
961,7,True,2023-08-19
962,7,True,2023-08-20
963,7,True,2023-08-21
964,7,False,2023-08-22
965,7,True,2023-08-23
966,7,True,2023-08-24
967,7,True,2023-08-25
968,7,True,2023-08-26
969,7,False,2023-08-27
970,7,True,2023-08-28
971,7,True,2023-08-29
972,7,True,2023-08-30
973,7,True,2023-08-31
974,7,True,2023-09-01
975,7,True,2023-09-02
976,7,True,2023-09-03
977,7,True,2023-09-04
978,7,True,2023-09-05
979,7,True,2023-09-06
980,7,True,2023-09-07
981,7,True,2023-09-08
982,7,False,2023-09-09
983,7,True,2023-09-10
984,7,True,2023-09-11
985,7,True,2023-09-12
986,7,True,2023-09-13
987,7,True,2023-09-14
988,7,True,2023-09-15
989,7,True,2023-09-16
990,7,True,2023-09-17
991,7,True,2023-09-18
992,7,True,2023-09-19
993,7,True,2023-09-20
994,7,True,2023-09-21
995,7,True,2023-09-22
996,7,True,2023-09-23
997,7,True,2023-09-24
998,7,True,2023-09-25
999,7,True,2023-09-26
1000,7,True,2023-09-27
1001,7,True,2023-09-28
1002,7,True,2023-09-29
1003,7,True,2023-09-30
1004,7,True,2023-10-01
1005,7,True,2023-10-02
1006,7,True,2023-10-03
1007,7,True,2023-10-04
1008,7,True,2023-10-05
1009,7,True,2023-10-06
1010,7,True,2023-10-07
1011,7,True,2023-10-08
1012,7,True,2023-10-09
1013,7,True,2023-10-10
1014,7,True,2023-10-11
1015,7,True,2023-10-12
1016,7,False,2023-10-13
1017,7,True,2023-10-14
1018,7,True,2023-10-15
1019,7,True,2023-10-16
1020,7,True,2023-10-17
1021,7,True,2023-10-18
1022,7,True,2023-10-19
1023,7,True,2023-10-20
1024,7,True,2023-10-21
1025,7,True,2023-10-22
1026,7,True,2023-10-23
1027,7,True,2023-10-24
1028,7,True,2023-10-25
1029,7,True,2023-10-26
1030,7,True,2023-10-27
1031,7,True,2023-10-28
1032,7,True,2023-10-29
1033,7,True,2023-10-30
1034,7,True,2023-10-31
1035,7,True,2023-11-01
1036,7,True,2023-11-02
1037,7,True,2023-11-03
1038,7,True,2023-11-04
1039,7,True,2023-11-05
1040,7,True,2023-11-06
1041,7,True,2023-11-07
1042,7,True,2023-11-08
1043,7,True,2023-11-09
1044,7,True,2023-11-10
1045,7,True,2023-11-11
1046,7,True,2023-11-12
1047,7,True,2023-11-13
1048,7,True,2023-11-14
1049,7,True,2023-11-15
1050,7,True,2023-11-16
1051,7,True,2023-11-17
1052,7,True,2023-11-18
1053,7,True,2023-11-19
1054,7,True,2023-11-20
1055,7,True,2023-11-21
1056,7,True,2023-11-22
1057,7,True,2023-11-23
1058,7,True,2023-11-24
1059,7,True,2023-11-25
1060,7,True,2023-11-26
1061,7,True,2023-11-27
1062,7,True,2023-11-28
1063,7,True,2023-11-29
1064,7,True,2023-11-30
1065,7,True,2023-12-01
1066,7,True,2023-12-02
1067,7,True,2023-12-03
1068,7,True,2023-12-04
